Property Address,Property Name,Number Of Units,Building Class,City,State,Zip,Avg Unit SF,Avg Asking/SF,Avg Asking/Unit,For Sale Price,Cap Rate,$Price/Unit,Sale Company Name,Sale Company Phone,Sale Company Contact,Vacancy %,Year Built,Year Renovated,Number Of 1 Bedrooms Units,Number Of 2 Bedrooms Units,Number Of 3 Bedrooms Units,Number Of 4 Bedrooms Units,Owner Name,Owner Address,Owner City State Zip,Owner Contact,Owner Phone,Property Manager Name,Property Manager Phone,Recorded Owner Name,Recorded Owner Contact,Recorded Owner Phone,Recorded Owner Address,Recorded Owner City State Zip,One Bedroom Effective Rent/Unit,Studio Effective Rent/Unit,Two Bedroom Asking Rent/Unit,Three Bedroom Effective Rent/Unit
1705 Race St,,6,C,Cincinnati,OH,45202,"1,133.00",0.48,541,,,,,,,1.4,1875,,,2,4,,KMK Service Corp,One E Fourth St,"Cincinnati, OH 45202    ",Brian Muething,5135796400,,,Elm Street Acquisition Llc,,,,,,,651,485
1708 Race St,,8,C,Cincinnati,OH,45202-6466,,,,,,,,,,4.3,,,,,,,Cincinnati Metropolitan Housing Authority,1627 Western Ave,"Cincinnati, OH 45214-2001",,5137214580,,,Cincinnati Metropolitan Housing Authority,,,16 Central Pky,"Cincinnati, OH 45202    ",,,,
1900-1902 Race St,,13,C,Cincinnati,OH,45202-7734,,,,,,,,,,4.3,,,,,,,Frederick J. Caspar,10 SW Courthouse Plz,"Dayton, OH 45402    ",Frederick Caspar,9374492818,,,Northside Revitalization Llc,,,2170 Gilbert Ave,"Cincinnati, OH 45206-3042",,,,
1936-1942 Race St,,17,C,Cincinnati,OH,45202-7779,,,,,,,,,,4.3,1870,,,14,3,,Port of Greater Cincinnati Development Authority,3 E Fourth St Suite # 300,"Cincinnati, OH 45202-3728",Laura Brunner,5136213000,,,Port of Greater Cincinnati Development Authority,,5136213000,3 E 4th St Suite # 600,"Cincinnati, OH 45202    ",,,,
610 Reading Rd,Pendleton Apartments,15,C,Cincinnati,OH,45202-1409,,,,,,,,,,3.3,,,15,,,,Pendleton Housing Partners Lp,,,,,,,Pendleton Housing Partners Lp,,,,,,,,
2201 Reading Rd,Urban Crossing,12,C,Cincinnati,OH,45202-1435,"1,077.00",1.17,"1,260",,,,,,,4.3,1928,,,12,,,Heritage Hill Property Management,8837 Chapel Square Dr Suite # 1A,"Cincinnati, OH 45249",Sean Blythe,5137705643,Heritage Hill - Urban Crossing,5139700589,Heritage Hill - Urban Crossing,,5139700589,9884 Reading Rd,"Cincinnati, OH 45241    ",,,"1,260",
2224 Reading Rd,,7,C,Cincinnati,OH,45202-1436,,,,,,,,,,4.3,,,,,,,P W Realty Holding Llc,PO BOX 68113,"CINCINNATI, OH 45206",,,,,P W Realty Holding Llc,,,PO BOX 68113,"CINCINNATI, OH 45206",,,,
2232 Reading Rd,,6,C,Cincinnati,OH,45202-1437,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,
1317 Republic Ave,,12,C,Cincinnati,OH,45202,,,,,,,,,,3.3,1885,,,,,,Wyant H Margaret,2026 Madison Rd,"Cincinnati, OH 45208    ",,5133211660,,,Grandin Co Ltd,,,1308 Race St,"Cincinnati, OH 45202-7111",,,,
1223 Republic St,,20,C,Cincinnati,OH,45202-5815,,,,,,,,,,3.3,1883,,,,,,"The Model Group, Inc.",1826 Race St Suite # 100,"Cincinnati, OH 45202-7720",,5135590048,Brickstone Properties,5134216999,Washington Park Housing,,,105 E 4th St,"Cincinnati, OH 45202-4009",,,,
1225-1227 Republic St,,43,C,Cincinnati,OH,45202-7112,,,,,,,,,,4.3,1900,,,,,,"The Model Group, Inc.",1826 Race St Suite # 100,"Cincinnati, OH 45202-7720",,5135590048,Brickstone Properties,5134216999,Magnolia Heights Ltd Ptns,,,2170 Gilbert Ave Suite # 100,"Cincinnati, OH 45206-3042",,,,
1303 Republic St,,6,C,Cincinnati,OH,45202-7193,,,,,,,,,,4.3,1885,,6,,,,Cincinnati Center City Development Corp,1203 Walnut St,"Cincinnati, OH 45202-7153",Tyler Zurick,5136214400,,,Urban Legacy VIII  Llc,,,1410 Race St,"Cincinnati, OH 45202-7010",,,,
1307 Republic St,,6,C,Cincinnati,OH,45202-7192,,,,,,,,,,4.3,,,,,,,DORIAN M SPENCE,3930 Red Bud Ave,"Cincinnati, OH 45229",DORIAN SPENCE,6509217604,,,Otr Predevelopment Llc,,,1307 Republic St,"Cincinnati, OH 45202-7192",,,,
1319 Republic St,,6,C,Cincinnati,OH,45202,,,,,,,,,,4.3,,,,,,,Cincinnati Center City Development Corp,1203 Walnut St,"Cincinnati, OH 45202-7153",Tyler Zurick,5136214400,,,Otr Holdings Inc,,,1410 Race St,"Cincinnati, OH 45202-7010",,,,
1328-1330 Republic St,,12,C,Cincinnati,OH,45202-7188,,,,,,,,,,4.3,,,,,,,Brett Steven Niehauser,1328 Republic St,"Cincinnati, OH 45202",Brett Niehauser,5139222670,,,,,,,,,,,
1405 Republic St,Beasley Place,13,C,Cincinnati,OH,45202-7013,924.00,0.66,608,,,,,,,7.0,,2015,6,4,3,,Over The Rhine Community Housing,114 W 14th St,"Cincinnati, OH 45202",,5133811171,OTRCH- Beasley Place,5133811171,Race Street Tenant,,,114 W 14th St,"Cincinnati, OH 45202",479,,644,817
1406 Republic St,,6,B,Cincinnati,OH,45202,,,,,,,,,,4.3,1925,,6,,,,Cincinnati Center City Development Corp,1203 Walnut St,"Cincinnati, OH 45202-7153",Tyler Zurick,5136214400,,,Urban Legacy VIII  Llc,,,1410 Race St,"Cincinnati, OH 45202-7010",,,,
1424 Republic St,,7,C,Cincinnati,OH,45202-7070,,,,,,,,,,4.3,,,,,,,Over The Rhine Community Housing,114 W 14th St,"Cincinnati, OH 45202",,5133811171,,,Race St Tenant Org Coop,,,114 W 14th St,"Cincinnati, OH 45202",,,,
1513-1515 Republic St,,6,C,Cincinnati,OH,45202-7043,,,,,,,,,,4.3,,,6,,,,Cincinnati Center City Development Corp,1203 Walnut St,"Cincinnati, OH 45202-7153",Tyler Zurick,5136214400,,,Otr Holdings Inc,,,1014 Vine St,"Cincinnati, OH 45202-1119",,,,
1523 Republic St,,9,C,Cincinnati,OH,45202,,,,,,,,,,,,2016,,,,,Cincinnati Center City Development Corp,1203 Walnut St,"Cincinnati, OH 45202-7153",Tyler Zurick,5136214400,,,Otr Holdings Inc,,,1014 Vine St,"Cincinnati, OH 45202    ",,,,
1524-1526 Republic St,,8,C,Cincinnati,OH,45202-7016,,,,,,,,,,4.3,,,,,,,The Joseph House,1522 Republic St,"Cincinnati, OH 45202",Alicia Patterson,5132412965,,,The Joseph House,,5132412965,1522 Republic St,"Cincinnati, OH 45202",,,,
1525 Republic St,,6,C,Cincinnati,OH,45202-7040,,,,,,,,,,4.3,,,,,,,Cincinnati Center City Development Corp,1203 Walnut St,"Cincinnati, OH 45202-7153",Tyler Zurick,5136214400,,,Otr Holdings Inc,,,1014 Vine St,"Cincinnati, OH 45202-1119",,,,
1537 Republic St,,6,C,Cincinnati,OH,45202-7039,,,,,,,,,,4.3,1888,,,,,,Chad Brizendine,4083 Autumn View Ct,"Fenton, MI 48430",Chad Brizendine,8106253036,,,Andrew Amend,,,,,,,,
1635 Republic St,,12,C,Cincinnati,OH,45202-4603,,,,,,,,,,4.3,,,,,,,St Anthony Village Llc,910 E Broad St,"Columbus, OH 43205-1150",,6142698032,,,St Anthony Village Llc,,6142698032,910 E Broad St,"Columbus, OH 43205-1150",,,,
1437 W Republic St,,6,C,Cincinnati,OH,45202-7028,,,,,,,,,,4.3,,,,,,,Bennie M Daniel,2579 Observatory Ave,"Cincinnati, OH 45208",Bennie Daniel,5137211350,,,,,,,,,,,
2467-2475 Riverside Dr,,9,C,Cincinnati,OH,45202,,,,,,,,,,,,,,,,,SPAETH C G LIVING TRUST,1560 Citadel Pl,"Cincinnati, OH 45255-2681",,,Brickstone Properties,5134216999,SPAETH C G LIVING TRUST,,,1560 Citadel Pl,"Cincinnati, OH 45255-2681",,,,
2526 Riverside Dr,,6,F,Cincinnati,OH,45202,,,,,,,,,,3.7,,,,,,,P J C Inc,1829 CAREW TOWER,"CINCINNATI, OH 45202",,,,,P J C Inc,,,1829 CAREW TOWER,"CINCINNATI, OH 45202",,,,
1055 Saint Paul Pl,Mt. Adams Apartments,102,C,Cincinnati,OH,45202-6042,743.00,1.69,"1,256",,,,,,,4.9,1978,,53,25,1,,Towne Properties,1055 Saint Paul Pl Suite # 100,"Cincinnati, OH 45202-6042",Adam Bortz,5133818696,Towne - Mt. Adams Apartments,5137512900,Abr Ltd,,,1055 Saint Paul Pl,"Cincinnati, OH 45202","1,206",963,"1,566","2,087"
311 Seitz,Raffel Apartments,11,C,Cincinnati,OH,45202-0938,,,,,,,,,,3.3,1884,,4,4,3,,Nassau Avenue Investments Llc,2170 Gilbert Ave,"Cincinnati, OH 45206-3042",,,"The Community Builders, Inc.",9148211132,Nassau Avenue Investments Llc,,,2170 Gilbert Ave,"Cincinnati, OH 45206-3042",,,,
107 Shillito Pl,,18,C,Cincinnati,OH,45202-2365,982.00,1.24,"1,214",,,,,,,9.4,,,,10,,,Redmont Development Corporation,2220 Gilbert Ave,"Cincinnati, OH 45206",,5137519700,107 Shillito Place,5137519716,613 Race Llc,,,2220 Gilbert Ave,"Cincinnati, OH 45206",,848,"1,499",
1111 Spring St,,10,C,Cincinnati,OH,45202-7416,,,,,,,,,,4.3,,,,,,,Over The Rhine Community Housing,114 W 14th St,"Cincinnati, OH 45202",Mary Burke,5133811171,,,Over The Rhine Housing Network,,,220 E Clifton Ave,"Cincinnati, OH 45202",,,,
634 Sycamore St,Sycamore Place Lofts,105,B,Cincinnati,OH,45202,"1,061.00",1.46,"1,544",,,,,,,10.3,,,60,30,,,North American Properties,212 E Third St Suite # 300,"Cincinnati, OH 45202-5500",Tom Williams,5137212744,NAP - Sycamore Place,5139010009,East 7 Ltd,,,212 E 3rd St,"Cincinnati, OH 45202-5500","1,421","1,147","1,955",
1400 Sycamore St,Holub Apartments Aka Sycamore Manor,8,C,Cincinnati,OH,45202-7383,,,,,,,,,,3.3,,,,,,,"The Model Group, Inc.",1826 Race St Suite # 100,"Cincinnati, OH 45202-7720",,5135590048,Brickstone Properties,5134216999,1400 Sycamore Street Llc,,,2170 Gilbert Ave,"Cincinnati, OH 45206-3042",,,,
1614-1616 Sycamore St,,7,C,Cincinnati,OH,45202-8505,,,,,,,,,,4.3,,,,,,,1610-1616 Sycamore Llc,1210 Louden St,"Cincinnati, OH 45202-1509",,,,,1610-1616 Sycamore Llc,,,1210 Louden St,"Cincinnati, OH 45202-1509",,,,
1641 Sycamore St,,9,C,Cincinnati,OH,45202,"1,011.00",0.87,875,,,,,,,19.8,1900,,2,4,3,,Historic Limited Liability Company,2575 Queen City Ave,"Cincinnati, OH 45238    ",,5136628804,Historic Limited Liability Company,5136628804,Historic Limited Liability Company,,5136628804,2575 Queen City Ave,"Cincinnati, OH 45238    ",735,,"1,038",740
1701 Sycamore St,,14,C,Cincinnati,OH,45202,716.00,1.24,886,,,,,,,18.1,1900,2017,5,8,,,Historic Limited Liability Company,2575 Queen City Ave,"Cincinnati, OH 45238    ",Alfred Berger,5136628804,Historic Limited Liability Company,5136628804,Historic Limited Liability Company,,5136628804,2575 Queen City Ave,"Cincinnati, OH 45238    ",648,850,"1,034",
1719 Sycamore St,,7,C,Cincinnati,OH,45202-0919,,,,,,,,,,4.3,,,,,,,O'Bryan John,2600 Victory Parkway,"Cincinnati, OH 45206",,7403731564,,,,,,,,,,,
212 E Thirteenth St,,6,C,Cincinnati,OH,45202-7369,,,,,,,,,,4.3,,,,,,,Pendleton Housing Partners Lp,,,,,,,Pendleton Housing Partners Lp,,,,,,,,
216 E Thirteenth St,,7,C,Cincinnati,OH,45202-7374,,,,,,,,,,4.3,,,,,,,CSC Lawyers Incorporating Service,50 W Broad St Suite # 1800,"Columbus, OH 43215    ",Steven Hatcher,6146280650,,,Commons On Main,,,1999 Broadway,"Denver, CO 80202-5704",,,,
412 E Thirteenth St,,6,C,Cincinnati,OH,45202-7406,983.00,,,,,,,,,1.4,,,1,2,1,1,"The Model Group, Inc.",1826 Race St Suite # 100,"Cincinnati, OH 45202-7720",,5135590048,Brickstone Properties,5134216999,Lincoln Stargate LP,,,2170 Gilbert Ave Suite # 100,"Cincinnati, OH 45206    ",,,,
503 E Thirteenth St,,10,C,Cincinnati,OH,45202-7489,,,,,,,,,,4.3,,,,,,,George A. Balz,755 Red Bud Ave,"Cincinnati, OH 45229",George Balz,5139196844,,,Sol Pendleton Arts Llc,,,1332 Spring St,"Cincinnati, OH 45202-7421",,,,
505 E Thirteenth St,,6,C,Cincinnati,OH,45202-7487,,,,,,,,,,4.3,,,,,,,Sasikan D Balz,755 Red Bud Ave,"Cincinnati, OH 45229",Sasikan Balz,5136004328,,,,,,,,,,,
509 E Thirteenth St,,7,C,Cincinnati,OH,45202,,,456,,,,,,,4.3,1876,,3,4,,,Comey & Shepherd Realtors,6901 Wooster Pike,"Cincinnati, OH 45227-4426",AnneMarie Daniel,5135615800,,,"Vesuvan, Llc.",,,,,390,,504,
513 E Thirteenth St,,10,C,Cincinnati,OH,45202-7438,,,,,,,,,,4.3,,,,,,,Thomas Alan Feusse,8510 Lucera Loop,"Dublin, OH 43017",Thomas Feusse,6146689609,,,Cutter Historic Apartments Llc,,,6880 Tussing Rd,"Reynoldsburg, OH 43068-4101",,,,
517 E Thirteenth St,,6,C,Cincinnati,OH,45202-7407,,,,,,,,,,4.3,,,,,,,Robert T. Vonallmen,517 E 13th St,"Cincinnati, OH 45202",Robert Vonallmen,5132600646,,,Andrea S Vonallmen,,,517 E 13th St,"Cincinnati, OH 45202-7407",,,,
519 E Thirteenth St,,6,C,Cincinnati,OH,45202-7476,,,,,,,,,,4.3,,,,,,,Kbmc Properties Llc,529 E 13th St,"Cincinnati, OH 45202-9000",Kevin Buelterman,5134518328,,,,,,,,,,,
524 E Thirteenth St,,6,C,Cincinnati,OH,45202-7425,,,,,,,,,,4.3,,,,,,,JIM CASTRUCCI LLC,7390 Drake Rd,"Cincinnati, OH 45243",Linda Klimas,6144679179,,,Sharp Village Annex,,,220 E Clifton Ave,"Cincinnati, OH 45210-1106",,,,
525 E Thirteenth St,,6,C,Cincinnati,OH,45202-7447,,,,,,,,,,4.3,,,,,,,Perviz N. Ervin,852 Clifton Hills Ter,"Cincinnati, OH 45220",Perviz Ervin,5134906479,,,Ervin Perviz,,,3723 Glenmore Ave,"Cincinnati, OH 45211-4720",,,,
529 E Thirteenth St,,8,C,Cincinnati,OH,45202-9000,,,,,,,,,,3.3,1885,,,4,4,,Kbmc Properties Llc,529 E 13th St,"Cincinnati, OH 45202-9000",Kevin Buelterman,5134518328,,,Kbmc Properties Llc,,5134518328,529 E 13th St,"Cincinnati, OH 45202-9000",,,,
531 E Thirteenth St,,6,C,Cincinnati,OH,45202-7407,,,,,,,,,,4.3,,,,,,,Kbmc Properties Llc,529 E 13th St,"Cincinnati, OH 45202-9000",Kevin Buelterman,5134518328,,,,,,,,,,,
533 E Thirteenth St,,18,C,Cincinnati,OH,45202-9001,,,412,,,,,,,4.3,1880,,2,16,,,Rothstein M Steven,3543 Amberacres Dr,"Cincinnati, OH 45237    ",,6148551805,,,Soteria Properties Llc,,,,,329,,422,
535 E Thirteenth St,,8,C,Cincinnati,OH,45202-9002,,,,,,,,,,4.3,,,,,,,Vina Height Llc,214 Wentworth Ave Suite # 2,"Cincinnati, OH 45215",Olukayode Aina,5136739969,,,Soteria Properties Llc,,,Po Box 15134,"Cincinnati, OH 45215-0134",,,,
543 E Thirteenth St,,6,C,Cincinnati,OH,45202-7488,,,,,,,,,,4.3,,,,,,,JG Fay LLC,1320 Broadway St,"Cincinnati, OH 45202",Julie Fay,5136219508,,,Carrie B Smith,,,541 E 13th St,"Cincinnati, OH 45202-7486",,,,
555 E Thirteenth St,,10,C,Cincinnati,OH,45202-7497,,,,,,,,,,4.3,,,,,,,Robert O. Reider,26 W Elder St,"Cincinnati, OH 45202-4912",Robert Reider,5133772861,,,Broadway Square Iv Llc,,,1826 Race St,"Cincinnati, OH 45202-7720",,,,
515 E Twelfth St,,6,C,Cincinnati,OH,45202,,,653,,,,,,,4.3,1875,,1,2,3,,BROADWAY SQUARE III LLC,1826 Race St,"Cincinnati, OH 45202-7720",RObert Maly,5132603463,Brickstone Properties,5134216999,,,,,,465,,627,727
521-523 E Twelfth St,,8,F,Cincinnati,OH,45202,,,,,,,,,,3.3,1880,,8,,,,"The Model Group, Inc.",1826 Race St Suite # 100,"Cincinnati, OH 45202-7720",Bobby Maly,5135590048,Brickstone Properties,5134216999,"Losantiville Buildings, LLC",,5135590043,2170 Gilbert Ave,"Cincinnati, OH 45206-3042",,,,
526 E Twelfth St,,8,C,Cincinnati,OH,45202-7423,,,,,,,,,,4.3,,,,,,,Pendleton Dev I Llc,1209 Sycamore St,"Cincinnati, OH 45202-7320",,5136512901,,,Pendleton Dev I Llc,,5136512901,1209 Sycamore St,"Cincinnati, OH 45202-7320",,,,
25 W Twelfth St,,39,C,Cincinnati,OH,45202-7205,,,,,,,,,,3.3,,,,,,,Tender Mercies Inc,27 West 12th St,"Cincinnati, OH 45202",Russell Winters,5137218666,,,Tender Mercies 12th St,,,PO BOX 14465,"CINCINNATI, OH 45250",,,,
309 Vine St,City Club Apartments,294,B,Cincinnati,OH,45202-3524,859.00,2.03,"1,743",,,,,,,,1928,2018,118,76,10,,"City Club Apartments, LLC",31700 Middlebelt Rd Suite # 140,"Farmington Hills, MI 48334-2373",,2483853727,City Club - City Club Apartments,5132337449,Port of Greater Cincinnati Development Authority,,5136213000,3 E Fourth St Suite # 300,"Cincinnati, OH 45202-3728","1,597","1,312","2,202","3,784"
1201 Vine St,,9,C,Cincinnati,OH,45202-7169,,,,,,,,,,4.3,1900,,,,,,Dein Haus Holdings Llc,1201 Vine St,"Cincinnati, OH 45202-7169",Michael Deininger,5133250158,,,Dein Haus Holdings Llc,,5133250158,1201 Vine St,"Cincinnati, OH 45202-7169",,,,
1207-1209 Vine St,,10,C,Cincinnati,OH,45202-7284,,,,,,,,,,4.3,1900,,,,,,"1200 Vine, LLC",308 E 8th St,"Cincinnati, OH 45202-2204",Daniel Bennie,5133217825,,,"1200 Vine, LLC",,5133217825,308 E 8th St,"Cincinnati, OH 45202-2204",,,,
1326 Vine St,,21,C,Cincinnati,OH,45202-7622,774.00,,,,,,,,,,,,5,5,5,,"The Model Group, Inc.",1826 Race St Suite # 100,"Cincinnati, OH 45202-7720",,5135590048,,,Trinity Flats Llc,,,2170 Gilbert Ave,"Cincinnati, OH 45206    ",,,,
1344 Vine St,Magnolia Heights,10,C,Cincinnati,OH,45202-7145,,,,,,,,,,3.3,,,,,,,"The Model Group, Inc.",1826 Race St Suite # 100,"Cincinnati, OH 45202-7720",,5135590048,Brickstone Properties,5134216999,Magnolia Heights Limited Partnership,,,2170 Gilbert Ave,"Cincinnati, OH 45206    ",,,,
1505-1507 Vine St,Perseverance,32,C,Cincinnati,OH,45202,"1,001.00",1.08,"1,078",,,,,,,,2021,,10,12,10,,Cincinnati Center City Development Corp,1203 Walnut St,"Cincinnati, OH 45202-7153",Adam Gelter,5136214400,OTRCH - Perseverance,5133811171,Perseverance Commercial Llc,,,1203 Walnut St,"Cincinnati, OH 45202",728,,"1,154","1,325"
1629 Vine St,,6,C,Cincinnati,OH,45202-6474,"1,000.00",,,,,,,,,,1935,,6,,,,Cincinnati Center City Development Corp,1203 Walnut St,"Cincinnati, OH 45202-7153",,5136214400,,,Elm Street Acquisition Llc,,,1203 Walnut St,"Cincinnati, OH 45202-7153",,,,
1703 Vine St,,7,C,Cincinnati,OH,45202-6424,,,,,,,,,,4.3,,,,,,,Property Acquisition Group Llc,311 E 13th St,"Cincinnati, OH 45202-7303",Lori Lindsay,5133710750,,,,,,,,,,,
1704 Vine St,,7,C,Cincinnati,OH,45202-4620,983.00,,,,,,,,,1.2,,,1,3,1,1,"The Model Group, Inc.",1826 Race St Suite # 100,"Cincinnati, OH 45202-7720",,5135590048,Brickstone Properties,5134216999,Magnolia Heights Limited Partn,,,2170 Gilbert Ave,"Cincinnati, OH 45206-3042",,,,
1732-1734 Vine St,,6,C,Cincinnati,OH,45202,,,,,,,,,,4.3,1890,,,,,,OTR Holdings Inc,255 E 5th St Suite # 1900,"Cincinnati, OH 45202-4700",Andrew Ferris,5139545484,,,Otr Holdings Inc,,6144427637,1203 Walnut St Suite # 4,"Cincinnati, OH 45202-7153",,,,
1930 Vine St,,8,C,Cincinnati,OH,45202-4936,,,,,,,,,,4.3,,,,,,,Over The Rhine Community Housing,114 W 14th St,"Cincinnati, OH 45202",,5133811171,,,North Rhine Ii,,,114 W 14th St,"Cincinnati, OH 45202",,,,
2017 Vine St,,6,C,Cincinnati,OH,45202-4940,,,,,,,,,,3.3,,,,,,,"The Model Group, Inc.",1826 Race St Suite # 100,"Cincinnati, OH 45202-7720",,5135590048,Brickstone Properties,5134216999,North Thine Heights Limited Partnership,,,2170 Gilbert Ave,"Cincinnati, OH 45206",,,,
1857 Walker St,,14,C,Cincinnati,OH,45202-0923,,,571,,,,,,,4.3,1870,,7,7,,,The Tamarkin Co.,375 Victoria Rd,"Youngstown, OH 44515    ",Jerry Tamarkin,3307923811,1857 Walker St,,Tamarkin Ivan L Trust,,,312 Burns Ave,"Wyoming, OH 45215",502,,637,
898 Walnut St,Walnut Towers Apartments,104,C,Cincinnati,OH,45202-2000,650.00,1.10,715,,,,,,,3.1,1926,,104,,,,Walnut Towers Ltd,898 Walnut St Suite # 1302,"Cincinnati, OH 45202-2000",Winston Folkers,5136213387,Folkers - Walnut Towers Apartments,5136213387,Walnut Towers LTD,,,1100 Mar West St,"Belvedere Tiburon, CA 94920    ",712,,,
1119 Walnut St,,8,C,Cincinnati,OH,45202-7241,,,,,,,,,,4.3,,,,,,,Lets Live Llc,78 Casagrande St,"Fort Thomas, KY 41075",Jason Young,8597430160,,,Lets Live Llc,,8597430160,78 Casagrande St,"Fort Thomas, KY 41075",,,,
1218 Walnut St,,7,C,Cincinnati,OH,45202-5833,,,,,,,,,,4.3,,,,,,,Western & Southern Life,400 Broadway,"Cincinnati, OH 45202-3312",,8773679734,,,Otr Housing Associates,,,400 Broadway St,"Cincinnati, OH 45202-3312",,,,
1232 Walnut St,,21,C,Cincinnati,OH,45202-7154,,,,,,,,,,,,,,,,,Western & Southern Life,400 Broadway,"Cincinnati, OH 45202-3312",,8773679734,1232 Walnut St,5133617700,Otr Housing Associates,,5133617714,400 Broadway St,"Cincinnati, OH 45202-3312",,,,
1308 Walnut St,,21,C,Cincinnati,OH,45202-7121,,,,,,,,,,4.3,,,,,,,Western & Southern Life,400 Broadway,"Cincinnati, OH 45202-3312",,8773679734,,,Otr Housing Associates,,,400 Broadway St,"Cincinnati, OH 45202-3312",,,,
1334-1340 Walnut St,,7,C,Cincinnati,OH,45202-5813,,,,,,,,,,4.3,,,,,,,Mario San Marco,421 Rth St E,"Cincinnati, OH 45202",Mario Marco,5136291800,,,,,,,,,,,
1342 Walnut St,,8,C,Cincinnati,OH,45202,,,,,,,,,,4.3,,,,,,,Juan Imeroni,2945 Alpine Ter,"Cincinnati, OH 45208",,5132381294,,,Juan Imeroni,,,,,,,,
1346 Walnut St,,8,C,Cincinnati,OH,45202-7180,,,,,,,,,,4.3,,,,,,,Western & Southern Life,400 Broadway,"Cincinnati, OH 45202-3312",,8773679734,,,Otr Housing Associates,,,400 Broadway St,"Cincinnati, OH 45202-3312",,,,
1406 Walnut St,,6,C,Cincinnati,OH,45202-7619,,,,,,,,,,4.3,,,,,,,BSG2 LLC BSG2 LLC,1209 Sycamore St,"Cincinnati, OH 45202-7320",Randall Smith,7655808284,,,Middle Earth Over The,,,PO BOX 14058,"CINCINNATI, OH 45250",,,,
1410 Walnut St,,6,C,Cincinnati,OH,45202,,,,,,,,,,4.3,,,,,,,Urban Sites Properties,1209 Sycamore St,"Cincinnati, OH 45202-7320",,5136216246,,,Urban Sites Llc,,,6225 Ridge Ave,"Cincinnati, OH 45213    ",,,,
1412 Walnut St,,6,C,Cincinnati,OH,45202-7778,,,,,,,,,,4.3,,,,,,,Urban Sites Properties,1209 Sycamore St,"Cincinnati, OH 45202-7320",,5136216246,,,BSG2 LLC,,,1209 Sycamore St,"Cincinnati, OH 45202-7320",,,,
1628 Walnut St,,6,C,Cincinnati,OH,45202-6613,,,,,,,,,,4.3,1860,,,,,,CACTUS CAT LLC,131 E McMicken Ave,"Cincinnati, OH 45202-6520",James Fischer,5136283685,,,Lionquest Diversified,,,1211 Chesapeake St,"Covington, KY 41011",,,,
1302 E Walnut St,,9,C,Cincinnati,OH,45202-7602,,,,,,,,,,4.3,,,,,,,Eagle Realty Group,400 Broadway St,"Cincinnati, OH 45202-3312",,5136291800,,,,,,,,,,,
209 Woodward St,,10,C,Cincinnati,OH,45202,,,,,,,,,,4.3,,,,,,,Urban Sites Properties,1209 Sycamore St,"Cincinnati, OH 45202-7320",,5136216246,,,209 Limited,,,1429 Walnut St,"Cincinnati, OH 45202-7618",,,,
124 E 7th St,,35,B,Cincinnati,OH,45202-2528,733.00,,,,,,,,,,2023,,35,,,,,,,,,Rookwood - 124 E 7th St,5134696580,,,,,,,,,
1342 Broadway St,Burdsal Apartments,6,C,Cincinnati,OH,45202-7315,845.00,1.90,"1,609",,,,,,,4.3,1984,,6,,,,"Downton, Charles",1342 Broadway St,"Cincinnati, OH 45202-7315",,2393944323,Patmour Property Management,2406001977,,,,,,"1,600",,,
20 E Central Pky,Hale Justis Lofts,30,C,Cincinnati,OH,45202-7239,"1,358.00",1.09,"1,487",,,,,,,1.7,1930,,10,15,,,Hale Justis Lofts,2321 Kemper Ln,"Cincinnati, OH 45206-2890",,5135331151,Roslyn - Hale Justice Lofts,5136467508,Hale Justis Lofts,,5135331151,2321 Kemper Ln,"Cincinnati, OH 45206-2890","1,255","1,330","1,688",
1261 Ida St,Ida Street Lofts,7,C,Cincinnati,OH,45202-1587,586.00,,,,,,,,,4.3,,,3,1,,,Trilogy Properties Llc,1433 E McMillan St,"Cincinnati, OH 45206-2281",,,Paradrome - Ida Street Lofts,5138611000,Trilogy Properties Llc,,,1433 E McMillan St,"Cincinnati, OH 45206-2281",,,,
2124 Loth St,,6,C,Cincinnati,OH,45202,,,,,,,,,,,2022,,,6,,,,,,,,,,,,,,,,,,
962 Pavilion St,,6,C,Cincinnati,OH,45202-1726,,,,,,,,,,4.3,1900,1985,4,2,,,,,,,,,,,,,,,,,,
1630 Pleasant St,,7,B,Cincinnati,OH,45202-6921,,,,,,,,,,4.3,,,,,,,Over The Rhine Community Housing,114 W 14th St,"Cincinnati, OH 45202",Mary Burke,5133811171,,,,,,,,,,,
1222 Race St,Park Hall,6,C,Cincinnati,OH,45202-8108,"1,200.00",,,,,,,,,4.3,,,,6,,,Michael C & Catherine C Stehlin,1222 Race St,"Cincinnati, OH 45202    ",Michael Stehlin,5137840002,Park Hall,5137849522,Michael C & Catherine C Stehlin,,5137840002,1222 Race St,"Cincinnati, OH 45202    ",,,,
215 Wade St,,8,B,Cincinnati,OH,45202-6922,770.00,,,,,,,,,18.8,2021,,8,,,,,,,,,,,,,,,,,,,